-20.0,-7534.100098000001
-20.0,-7540.100098000001
-20.0,-7531.100098000001
-20.0,-7543.100098000001
-20.0,-7520.100098000001
-20.0,-7554.100098000001
-19.0,-6423.299805
-19.0,-6453.299805
-19.0,-6425.299805
-19.0,-6451.299805
-19.0,-6423.299805
-19.0,-6453.299805
-18.0,-5445.5
-18.0,-5457.5
-18.0,-5439.5
-18.0,-5463.5
-18.0,-5442.5
-18.0,-5460.5
-17.0,-4569.700195
-17.0,-4571.700195
-17.0,-4568.700195
-17.0,-4572.700195
-17.0,-4563.700195
-17.0,-4577.700195
-16.0,-3779.899902
-16.0,-3799.899902
-16.0,-3770.899902
-16.0,-3808.899902
-16.0,-3786.899902
-16.0,-3792.899902
-15.0,-3097.100098
-15.0,-3103.100098
-15.0,-3109.100098
-15.0,-3109.100098
-15.0,-3097.100098
-15.0,-3103.100098
-14.0,-2492.300049
-14.0,-2516.300049
-14.0,-2488.300049
-14.0,-2520.300049
-14.0,-2493.300049
-14.0,-2515.300049
-13.0,-1995.5
-13.0,-1980.5
-13.0,-1979.5
-13.0,-1978.5
-13.0,-1996.5
-13.0,-1994.5
-12.0,-1536.699951
-12.0,-1548.699951
-12.0,-1544.699951
-12.0,-1548.699951
-12.0,-1544.699951
-12.0,-1556.699951
-11.0,-1182.900024
-11.0,-1160.900024
-11.0,-1172.900024
-11.0,-1178.900024
-11.0,-1168.900024
-11.0,-1190.900024
-10.0,-867.099976
-10.0,-860.099976
-10.0,-878.099976
-10.0,-871.099976
-10.0,-871.099976
-10.0,-867.099976
-9.0,-602.299988
-9.0,-638.299988
-9.0,-611.299988
-9.0,-629.299988
-9.0,-613.299988
-9.0,-627.299988
-8.0,-407.5
-8.0,-436.5
-8.0,-410.5
-8.0,-434.5
-8.0,-412.5
-8.0,-439.5
-7.0,-274.700012
-7.0,-263.700012
-7.0,-270.700012
-7.0,-259.700012
-7.0,-285.700012
-7.0,-281.700012
-6.0,-160.899994
-6.0,-162.899994
-6.0,-142.899994
-6.0,-180.899994
-6.0,-157.899994
-6.0,-165.899994
-5.0,-68.099998
-5.0,-67.099998
-5.0,-102.099998
-5.0,-89.099998
-5.0,-81.099998
-5.0,-103.099998
-4.0,-21.299999
-4.0,-51.299999
-4.0,-26.299999
-4.0,-46.299999
-4.0,-23.299999
-4.0,-49.299999
-3.0,-15.5
-3.0,-3.5
-3.0,1.5
-3.0,-20.5
-3.0,-9.5
-3.0,-9.5
-2.0,17.299999
-2.0,-14.7
-2.0,14.3
-2.0,-11.7
-2.0,3.3
-2.0,-0.7
-1.0,12.1
-1.0,3.1
-1.0,-7.9
-1.0,-13.9
-1.0,18.1
-1.0,1.1
0.0,-6.1
0.0,3.9
0.0,3.9
0.0,-6.1
0.0,-5.1
0.0,2.9
1.0,4.7
1.0,-9.3
1.0,13.7
1.0,-18.299999
1.0,2.7
1.0,-7.3
2.0,13.5
2.0,-1.5
2.0,10.5
2.0,-8.5
2.0,17.5
2.0,-4.5
3.0,8.299999
3.0,29.299999
3.0,42.299999
3.0,40.299999
3.0,10.299999
3.0,21.299999
4.0,68.099998
4.0,64.099998
4.0,71.099998
4.0,61.099998
4.0,80.099998
4.0,52.099998
5.0,125.899994
5.0,139.899994
5.0,146.899994
5.0,118.899994
5.0,128.899994
5.0,136.899994
6.0,234.699997
6.0,228.699997
6.0,241.699997
6.0,221.699997
6.0,238.699997
6.0,224.699997
7.0,376.5
7.0,360.5
7.0,384.5
7.0,352.5
7.0,386.5
7.0,350.5
8.0,557.299988
8.0,541.299988
8.0,553.299988
8.0,545.299988
8.0,552.299988
8.0,546.299988
9.0,791.099976
9.0,769.099976
9.0,794.099976
9.0,766.099976
9.0,799.099976
9.0,761.099976
10.0,1078.900024
10.0,1054.900024
10.0,1066.900024
10.0,1066.900024
10.0,1082.900024
10.0,1050.900024
11.0,1423.699951
11.0,1407.699951
11.0,1434.699951
11.0,1396.699951
11.0,1427.699951
11.0,1403.699951
12.0,1838.5
12.0,1826.5
12.0,1838.5
12.0,1826.5
12.0,1846.5
12.0,1818.5
13.0,2342.300049
13.0,2304.300049
13.0,2338.300049
13.0,2308.300049
13.0,2333.300049
13.0,2313.300049
14.0,2908.100098
14.0,2880.100098
14.0,2912.100098
14.0,2876.100098
14.0,2901.100098
14.0,2887.100098
15.0,3567.899902
15.0,3549.899902
15.0,3551.899902
15.0,3533.899902
15.0,3548.899902
15.0,3552.899902
16.0,4316.700195
16.0,4282.700195
16.0,4311.700195
16.0,4287.700195
16.0,4311.700195
16.0,4287.700195
17.0,5162.5
17.0,5130.5
17.0,5147.5
17.0,5145.5
17.0,5146.5
17.0,5146.5
18.0,6098.299805
18.0,6103.299805
18.0,6091.299805
18.0,6102.299805
18.0,6092.299805
18.0,6096.299805
19.0,7167.100098000001
19.0,7149.100098000001
19.0,7162.100098000001
19.0,7154.100098000001
19.0,7177.100098000001
19.0,7139.100098000001
20.0,8325.900391
20.0,8345.900391
20.0,8334.900391
20.0,8334.900391
20.0,8343.900391
20.0,8323.900391
